ID,ANO,SEMANA,SUB_REG_NT,RED,MICRORED,E_SALUD,UBIGEO,DAA_C1,DAA_C1_4,DAA_C5,DAA_C5_11,DAA_C12_17,DAA_C18_29,DAA_C30_59,DAA_C60,DAA_D1,DAA_D1_4,DAA_D5,DAA_D5_11,DAA_D12_17,DAA_D18_29,DAA_D30_59,DAA_D60,DAA_H1,DAA_H1_4,DAA_H5,DAA_H5_11,DAA_H12_17,DAA_H18_29,DAA_H30_59,DAA_H60,DIS_C1,DIS_C1_4,DIS_C5,DIS_C5_11,DIS_C12_17,DIS_C18_29,DIS_C30_59,DIS_C60,DIS_D1,DIS_D1_4,DIS_D5,DIS_D5_11,DIS_D12_17,DIS_D18_29,DIS_D30_59,DIS_D60,DIS_H1,DIS_H1_4,DIS_H5,DIS_H5_11,DIS_H12_17,DIS_H18_29,DIS_H30_59,DIS_H60,FECHA_ING,ETNIAPROC,ETNIAS,PROCEDE,OTROPROC,USUARIO_REG
303934,2000,1,52,5,0,150107A201,150107,1,3,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303937,2000,1,52,5,0,150107A201,150118,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303928,2000,2,52,5,0,150107A201,150107,1,1,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,1,1,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303931,2000,2,52,5,0,150107A201,150118,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303574,2000,3,52,5,0,150107A201,150107,0,1,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303925,2000,3,52,5,0,150107A201,150118,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303577,2000,4,52,5,0,150107A201,150107,1,4,5,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303580,2000,4,52,5,0,150107A201,150118,0,2,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303583,2000,5,52,5,0,150107A201,150107,1,1,11,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303586,2000,5,52,5,0,150107A201,150118,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303589,2000,5,52,5,0,150107A201,150103,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303592,2000,6,52,5,0,150107A201,150107,1,1,6,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303595,2000,6,52,5,0,150107A201,150118,0,0,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303598,2000,7,52,5,0,150107A201,150107,2,3,5,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303601,2000,7,52,5,0,150107A201,150118,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303604,2000,8,52,5,0,150107A201,150107,3,1,5,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303607,2000,8,52,5,0,150107A201,150118,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303610,2000,8,52,5,0,150107A201,150103,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303613,2000,9,52,5,0,150107A201,150107,1,2,6,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303616,2000,9,52,5,0,150107A201,150118,1,2,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303619,2000,9,52,5,0,150107A201,150136,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303622,2000,10,52,5,0,150107A201,150107,0,2,15,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303625,2000,10,52,5,0,150107A201,150118,2,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303628,2000,10,52,5,0,150107A201,150137,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303631,2000,11,52,5,0,150107A201,150107,1,3,12,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303634,2000,12,52,5,0,150107A201,150107,2,3,13,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303637,2000,12,52,5,0,150107A201,150118,2,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303640,2000,12,52,5,0,150107A201,150714,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303643,2000,13,52,5,0,150107A201,150107,0,1,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303646,2000,13,52,5,0,150107A201,150118,0,0,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303649,2000,13,52,5,0,150107A201,150103,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303652,2000,14,52,5,0,150107A201,150107,1,3,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303655,2000,14,52,5,0,150107A201,150118,0,0,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303658,2000,14,52,5,0,150107A201,150103,0,0,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303661,2000,15,52,5,0,150107A201,150107,1,2,8,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303664,2000,15,52,5,0,150107A201,150118,0,2,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303667,2000,16,52,5,0,150107A201,150107,0,0,6,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303670,2000,16,52,5,0,150107A201,150118,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303673,2000,17,52,5,0,150107A201,150107,1,0,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,1,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303676,2000,17,52,5,0,150107A201,150118,0,1,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303679,2000,18,52,5,0,150107A201,150107,1,1,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303682,2000,18,52,5,0,150107A201,150118,0,1,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303685,2000,19,52,5,0,150107A201,150107,1,3,5,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303688,2000,19,52,5,0,150107A201,150118,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303691,2000,19,52,5,0,150107A201,150103,1,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303694,2000,19,52,5,0,150107A201,150135,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303697,2000,20,52,5,0,150107A201,150107,0,1,5,,,,,,0,0,0,,,,,,0,1,0,,,,,,1,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303700,2000,20,52,5,0,150107A201,150118,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303703,2000,20,52,5,0,150107A201,150103,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303706,2000,20,52,5,0,150107A201,150135,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303709,2000,20,52,5,0,150107A201,70105,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303712,2000,21,52,5,0,150107A201,150107,0,3,6,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303715,2000,21,52,5,0,150107A201,150118,0,0,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303718,2000,21,52,5,0,150107A201,150103,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303721,2000,21,52,5,0,150107A201,150142,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303724,2000,22,52,5,0,150107A201,150107,0,2,9,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,6,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303727,2000,22,52,5,0,150107A201,150118,1,2,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303730,2000,23,52,5,0,150107A201,150107,0,10,7,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303733,2000,23,52,5,0,150107A201,150118,0,2,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303736,2000,23,52,5,0,150107A201,150103,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303739,2000,24,52,5,0,150107A201,150107,1,2,2,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303742,2000,24,52,5,0,150107A201,150118,0,1,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303745,2000,24,52,5,0,150107A201,150103,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303748,2000,25,52,5,0,150107A201,150107,0,4,5,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303751,2000,25,52,5,0,150107A201,150118,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303754,2000,26,52,5,0,150107A201,150107,2,2,10,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303757,2000,26,52,5,0,150107A201,150118,1,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303760,2000,26,52,5,0,150107A201,150103,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303763,2000,27,52,5,0,150107A201,150107,0,5,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303766,2000,27,52,5,0,150107A201,150118,0,0,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303769,2000,28,52,5,0,150107A201,150107,1,3,6,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303772,2000,28,52,5,0,150107A201,150118,0,1,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303775,2000,29,52,5,0,150107A201,150107,0,0,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303778,2000,29,52,5,0,150107A201,150118,1,0,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303781,2000,30,52,5,0,150107A201,150107,0,0,7,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303784,2000,30,52,5,0,150107A201,150118,0,1,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,1,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303787,2000,31,52,5,0,150107A201,150107,0,4,3,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303790,2000,31,52,5,0,150107A201,150118,0,1,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303793,2000,32,52,5,0,150107A201,150107,0,0,6,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303838,2000,33,52,5,0,150107A201,150107,0,3,9,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303835,2000,34,52,5,0,150107A201,150107,2,3,7,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303823,2000,35,52,5,0,150107A201,150107,0,0,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303826,2000,35,52,5,0,150107A201,150118,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303811,2000,36,52,5,0,150107A201,150107,1,0,7,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303814,2000,36,52,5,0,150107A201,150118,1,0,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303817,2000,36,52,5,0,150107A201,150103,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303820,2000,36,52,5,0,150107A201,150117,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303802,2000,37,52,5,0,150107A201,150107,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303805,2000,37,52,5,0,150107A201,150118,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303808,2000,37,52,5,0,150107A201,150103,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303796,2000,38,52,5,0,150107A201,150107,0,5,11,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303799,2000,38,52,5,0,150107A201,150103,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303829,2000,39,52,5,0,150107A201,150107,0,0,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303832,2000,39,52,5,0,150107A201,150118,0,2,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303841,2000,40,52,5,0,150107A201,150107,0,2,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303844,2000,40,52,5,0,150107A201,150118,0,1,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303847,2000,40,52,5,0,150107A201,150103,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303850,2000,41,52,5,0,150107A201,150107,0,4,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303853,2000,41,52,5,0,150107A201,150118,0,2,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303856,2000,41,52,5,0,150107A201,150103,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303859,2000,42,52,5,0,150107A201,150107,1,1,8,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303862,2000,42,52,5,0,150107A201,150118,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303865,2000,42,52,5,0,150107A201,150103,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303868,2000,43,52,5,0,150107A201,150107,1,3,12,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303871,2000,43,52,5,0,150107A201,150118,0,0,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303874,2000,43,52,5,0,150107A201,150103,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303877,2000,44,52,5,0,150107A201,150107,0,3,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303880,2000,44,52,5,0,150107A201,150118,0,1,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303883,2000,44,52,5,0,150107A201,150103,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303886,2000,45,52,5,0,150107A201,150107,0,3,5,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303889,2000,45,52,5,0,150107A201,150118,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303892,2000,46,52,5,0,150107A201,150107,0,3,13,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303895,2000,46,52,5,0,150107A201,150118,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303898,2000,47,52,5,0,150107A201,150107,0,1,5,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303901,2000,48,52,5,0,150107A201,150107,0,1,5,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303904,2000,48,52,5,0,150107A201,150118,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303907,2000,49,52,5,0,150107A201,150107,0,3,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303910,2000,50,52,5,0,150107A201,150107,0,3,5,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303913,2000,50,52,5,0,150107A201,150118,0,0,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303916,2000,51,52,5,0,150107A201,150107,1,2,9,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303919,2000,51,52,5,0,150107A201,150118,0,0,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303922,2000,51,52,5,0,150107A201,150103,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303940,2000,52,52,5,0,150107A201,150107,1,1,5,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
303943,2000,52,52,5,0,150107A201,150118,0,1,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,
734233,2001,1,52,5,0,150107A201,150107,1,2,2,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-01-08,,,,,
734236,2001,1,52,5,0,150107A201,150118,0,0,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-01-08,,,,,
734239,2001,1,52,5,0,150107A201,150103,0,1,4,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-01-08,,,,,
734242,2001,2,52,5,0,150107A201,150107,0,3,15,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-01-16,,,,,
734245,2001,2,52,5,0,150107A201,150118,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-01-16,,,,,
734248,2001,2,52,5,0,150107A201,150116,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-01-16,,,,,
734251,2001,2,52,5,0,150107A201,150714,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-01-16,,,,,
734254,2001,3,52,5,0,150107A201,150107,1,4,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-01-22,,,,,
734257,2001,3,52,5,0,150107A201,150118,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-01-22,,,,,
734260,2001,3,52,5,0,150107A201,150103,0,0,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-01-22,,,,,
734263,2001,4,52,5,0,150107A201,150107,0,0,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-01-29,,,,,
734266,2001,4,52,5,0,150107A201,150118,0,3,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-01-29,,,,,
734269,2001,5,52,5,0,150107A201,150107,3,3,8,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-02-05,,,,,
734272,2001,6,52,5,0,150107A201,150107,1,2,10,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-02-12,,,,,
734275,2001,6,52,5,0,150107A201,150118,0,1,1,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-02-12,,,,,
734278,2001,7,52,5,0,150107A201,150107,2,0,13,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-02-19,,,,,
734281,2001,7,52,5,0,150107A201,150103,0,1,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-02-19,,,,,
734284,2001,8,52,5,0,150107A201,150107,1,1,3,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,2001-02-26,,,,,
